id,latitude,longitude,class
5496,41390.2917,-97884.7788,customer
5497,41816.6352,-103323.824,customer
5498,42128.6177,-98029.7887,customer
5499,41495.2891,-98773.137,customer
5500,41348.0661,-97058.9235,customer
5501,41404.983,-102344.3564,customer
5502,40595.2793,-95896.6688,customer
5503,41537.5111,-97488.3783,customer
5504,40864.7212,-96520.8432,customer
5505,40956.9475,-96782.7954,customer
5506,40089.4585,-98758.9619,customer
5507,41146.6656,-95993.6254,customer
5508,42556.3884,-99949.5688,customer
5509,41192.2363,-97425.3245,customer
5510,42473.8831,-96413.6407,customer
5511,42611.39,-98340.3572,customer
5512,42599.1677,-99142.6014,customer
5513,40893.8986,-97225.0424,customer
5514,41133.0611,-96823.0802,customer
5515,42811.1096,-98192.5768,customer
5516,42549.4464,-98208.9643,customer
5517,40870.0007,-96140.5661,customer
5518,40365.0122,-99170.0909,customer
5519,41097.2347,-98268.9506,customer
5520,41741.4,-98242.2901,customer
5521,41022.7923,-97774.4996,customer
5522,40658.6152,-96913.6378,customer
5523,41207.2137,-101516.5592,customer
5524,42181.3875,-100385.6897,customer
5525,41105.286,-99492.6049,customer
5526,42017.7669,-101635.7283,customer
5527,41568.8808,-101351.8361,customer
5528,41111.1254,-97975.0577,customer
5529,42291.1149,-99001.4903,customer
5530,41090.5573,-100564.0286,customer
5531,42895.8323,-101824.5945,customer
5532,40944.7353,-97606.9963,customer
5533,40596.9459,-95789.1651,customer
5534,41160.2737,-101077.0997,customer
5535,42778.0559,-98618.9743,customer
5536,41210.2594,-103246.0415,customer
5537,42022.186,-103934.1134,customer
5538,40700.0013,-96682.5176,customer
5539,41929.688,-103928.2809,customer
5540,42756.9451,-97739.7867,customer
5541,41960.0052,-97446.1623,customer
5542,42859.6959,-103094.0779,customer
5543,41944.1747,-98407.0189,customer
5544,40896.1217,-97345.3243,customer
5545,41144.4289,-102972.7006,customer
5546,41125.554,-100750.9785,customer
5547,41900.0023,-96866.9807,customer
5548,40738.6198,-99537.6053,customer
5549,41453.0643,-97065.0342,customer
5550,41451.9445,-96548.9147,customer
5551,40793.8907,-96741.4066,customer
5552,43408.412,-71451.4606,customer
5553,42777.5828,-72423.6985,customer
5554,42946.4737,-71515.9015,customer
5555,43176.4704,-71525.9044,customer
5556,42768.9771,-71506.7336,customer
5557,43665.3499,-72042.3075,customer
5558,43270.0812,-71125.3421,customer
5559,43708.1312,-71348.6825,customer
5560,43482.8497,-72319.535,customer
5561,42912.5877,-71124.504,customer
5562,43594.7985,-71418.9612,customer
5563,43518.1347,-71199.7897,customer
5564,42925.644,-71016.7243,customer
5565,43610.0782,-71108.1224,customer
5566,43033.4192,-71074.2267,customer
5567,43063.4195,-70969.2253,customer
5568,43417.3017,-71297.2904,customer
5569,43691.1883,-71058.6778,customer
5570,43725.6266,-72192.8664,customer
5571,42750.92,-71827.0201,customer
5572,42712.8667,-71548.6789,customer
5573,44418.9486,-71474.5254,customer
5574,43480.9137,-70995.3423,customer
5575,43361.4693,-71182.0101,customer
5576,42890.0833,-71953.9683,customer
5577,44686.1624,-71588.6983,customer
5578,43476.1912,-71069.51,customer
5579,42894.5294,-71674.2393,customer
5580,43183.9708,-71363.4004,customer
5581,42945.6428,-71113.3929,customer
5582,43372.8589,-70985.6193,customer
5583,43114.5285,-71099.784,customer
5584,43025.9162,-71627.5722,customer
5585,44272.5629,-71631.1952,customer
5586,42817.0312,-71605.0702,customer
5587,43249.2463,-71619.5189,customer
5588,42786.7558,-71226.4493,customer
5589,43098.6919,-71761.1879,customer
5590,42917.0256,-72245.0848,customer
5591,42896.4704,-72263.4183,customer
5592,43023.9766,-70913.6675,customer
5593,42818.1409,-71851.4655,customer
5594,43652.0213,-71282.292,customer
5595,43460.076,-71682.2997,customer
5596,43243.6913,-71572.8509,customer
5597,42763.4183,-72031.4692,customer
5598,43832.0185,-71266.7373,customer
5599,43501.4657,-71512.0186,customer
5600,43105.6376,-71581.1828,customer
5601,42742.5834,-72387.8644,customer
5602,43361.4666,-71650.6316,customer
5603,43291.7472,-71360.6238,customer
5604,43553.4049,-72265.3683,customer
5605,44349.228,-71552.0268,customer
5606,44458.6693,-71645.3642,customer
5607,44882.5476,-71364.5257,customer
5608,43037.3077,-71122.5609,customer
5609,43828.6822,-71650.9114,customer
5610,44449.5035,-71192.5765,customer
5611,44026.7327,-71971.198,customer
5612,44387.8391,-71173.131,customer
5613,44074.5127,-71377.2971,customer
5614,44030.3449,-71685.9143,customer
5615,44014.7923,-71101.1811,customer
5616,43861.1808,-71808.4149,customer
5617,43770.3494,-71762.302,customer
5618,43241.4704,-71150.6197,customer
5619,43562.0206,-71483.407,customer
5620,43266.7464,-71582.8514,customer
5621,40010.673,-74109.5829,customer
5622,39778.7261,-74954.8875,customer
5623,40842.5998,-74158.7551,customer
5624,40088.4471,-74455.429,customer
5625,39672.8923,-75137.4003,customer
5626,39761.7806,-75159.9002,customer
5627,39528.7257,-75265.7441,customer
5628,39268.7258,-74866.558,customer
5629,39486.2261,-75208.5193,customer
5630,40902.5989,-74407.0971,customer
5631,40432.6054,-74648.4917,customer
5632,40964.5425,-74367.9292,customer
5633,39513.7271,-74924.6151,customer
5634,40839.8218,-74276.5366,customer
5635,40233.1667,-74370.4266,customer
5636,40851.7662,-74229.035,customer
5637,40017.8896,-74732.6604,customer
5638,40784.2667,-74696.8284,customer
5639,39840.947,-75083.2285,customer
5640,40242.3344,-74066.2504,customer
5641,40708.7134,-74060.9745,customer
5642,40326.2184,-74694.0482,customer
5643,39915.3914,-74825.9963,customer
5644,41230.3726,-74440.434,customer
5645,39089.0023,-74880.4481,customer
5646,39265.67,-75072.1245,customer
5647,40501.4929,-74580.712,customer
5648,39528.7282,-74647.9364,customer
5649,40885.3773,-73952.3597,customer
5650,39913.4466,-74923.4996,customer
5651,40640.9358,-74383.484,customer
5652,40608.4338,-75171.0081,customer
5653,39602.0608,-74842.6653,customer
5654,40625.3794,-74925.1682,customer
5655,39622.3367,-75182.4043,customer
5656,40079.5563,-74653.2133,customer
5657,40754.2671,-74526.2673,customer
5658,40870.9319,-74912.1142,customer
5659,40853.9879,-74829.0555,customer
5660,40207.0573,-74081.2506,customer
5661,41138.9852,-74569.3265,customer
5662,39976.2235,-74894.0549,customer
5663,40112.0594,-74109.0283,customer
5664,40339.2761,-74225.1446,customer
5665,39895.3965,-74142.9163,customer
5666,39323.7262,-74860.4465,customer
5667,39776.5048,-74862.3849,customer
5668,40239.2783,-74229.3114,customer
5669,40879.8213,-74618.4932,customer
5670,40930.3752,-75027.952,customer
5671,39866.7856,-74167.917,customer
5672,40881.2101,-74655.9944,customer
5673,39339.8382,-74575.1557,customer
5674,40794.2649,-75082.9521,customer
5675,40713.9879,-75114.0631,customer
5676,40829.5441,-74431.82,customer
5677,40885.9317,-74934.8929,customer
5678,40152.8917,-74181.5313,customer
5679,40490.939,-74296.8133,customer
5680,39271.226,-74743.4965,customer
5681,40693.1568,-74607.1028,customer
5682,40478.4376,-74753.773,customer
5683,40796.7667,-74481.5438,customer
5684,39220.9478,-74779.0537,customer
5685,40451.4935,-74859.0538,customer
5686,40486.2158,-74451.8188,customer
5687,40745.3784,-74497.3774,customer
5688,39050.3908,-74927.6729,customer
5689,40774.2671,-74324.5938,customer
5690,41046.2085,-74485.9898,customer
5691,41081.7636,-74592.3824,customer
5692,40153.7253,-74058.7492,customer
5693,40944.5428,-74075.4189,customer
5694,40976.4865,-74943.7829,customer
5695,40228.4441,-74440.7064,customer
5696,39883.7251,-74879.8867,customer
5697,41140.6519,-74701.8304,customer
5698,40810.3778,-74260.4249,customer
5699,40671.4897,-74945.4469,customer
5700,39520.6733,-74485.707,customer
5701,40292.6079,-74707.6598,customer
5702,39928.7242,-74943.7783,customer
5703,40161.7788,-74470.4294,customer
5704,40609.823,-75119.8957,customer
5705,40214.5543,-74619.3232,customer
5706,40338.1626,-74721.827,customer
5707,41149.5405,-74544.6037,customer
5708,41192.04,-74508.7697,customer
5709,40762.0442,-74848.2222,customer
5710,39685.6693,-75338.8011,customer
5711,39569.559,-75238.242,customer
5712,41127.0399,-74236.8141,customer
5713,40553.4365,-74531.544,customer
5714,41033.4307,-74638.4947,customer
5715,39414.2806,-75331.5817,customer
5716,39334.2826,-74594.3231,customer
5717,39442.6131,-75408.5296,customer
5718,41087.0409,-74827.1121,customer
5719,39415.1163,-74655.9927,customer
5720,40613.1593,-74229.8675,customer
5721,40446.4962,-74178.1988,customer
5722,40314.2768,-74189.0323,customer
5723,40682.3235,-74716.8284,customer
5724,40927.043,-74107.92,customer
5725,41011.4865,-74738.22,customer
5726,39808.7258,-74941.2765,customer
5727,39502.0594,-75226.5757,customer
5728,40615.38,-74770.4409,customer
5729,39657.3385,-74862.3868,customer
5730,39867.8953,-74466.5395,customer
5731,40181.2212,-74664.3248,customer
5732,41049.264,-74549.6031,customer
5733,40313.4441,-73977.9148,customer
5734,40412.0528,-74103.1968,customer
5735,40389.5536,-73975.4153,customer
5736,40600.1025,-74612.1025,customer
5737,40150.6673,-74547.6543,customer
5738,39694.5621,-74691.2693,customer
5739,39609.2808,-75283.5216,customer
5740,40457.0507,-74313.4806,customer
5741,40109.834,-74617.9343,customer
5742,39544.5598,-75049.0645,customer
5743,40985.0953,-75128.7893,customer
5744,40956.7651,-74497.9341,customer
5745,40258.9972,-74762.6614,customer
5746,40031.2278,-74229.3101,customer
5747,39702.0637,-74247.3634,customer
5748,40105.6708,-74084.5829,customer
5749,40732.3235,-74234.8684,customer
5750,40883.7102,-74305.9823,customer
5751,40029.2783,-74929.3342,customer
5752,40651.7698,-74183.4776,customer
5753,40838.8889,-74067.5,customer
5754,33512.3245,-103339.6737,customer
5755,34678.3919,-106735.0261,customer
5756,32224.0105,-104072.4367,customer
5757,32324.8148,-106849.7287,customer
5758,35107.5585,-103328.565,customer
5759,32812.8801,-105202.4779,customer
5760,32072.8753,-106944.1731,customer
5761,34558.9524,-106136.4039,customer
5762,36596.7008,-104738.3283,customer
5763,35137.8361,-103107.7257,customer
5764,34794.5081,-103848.2993,customer
5765,31472.0515,-108325.8705,customer
5766,36305.3076,-103633.2912,customer
5767,35841.149,-103445.51,customer
5768,32328.9718,-108632.2747,customer
5769,36771.4125,-103125.767,customer
5770,34382.843,-106813.6365,customer
5771,34999.2153,-106191.1369,customer
5772,34127.0266,-103421.3442,customer
5773,33725.9247,-103950.2404,customer
5774,36220.5897,-104649.4336,customer
5775,34628.6812,-103565.5142,customer
5776,35192.2629,-107114.7617,customer
5777,33053.9979,-104353.5739,customer
5778,33287.3236,-104629.9706,customer
5779,32152.8722,-107127.5128,customer
5780,32485.3925,-104396.625,customer
5781,31334.2741,-108843.9366,customer
5782,33930.07,-105785.8203,customer
5783,34828.1167,-105334.7262,customer
5784,32022.5935,-107973.3673,customer
5785,36885.303,-104482.4879,customer
5786,32427.312,-106853.619,customer
5787,36183.6244,-107841.4495,customer
5788,33902.0149,-105789.7092,customer
5789,36044.2032,-105222.7884,customer
5790,35069.7696,-106104.1903,customer
5791,32275.9279,-106766.6698,customer
5792,35040.8767,-107421.9909,customer
5793,32425.6464,-106596.6649,customer
5794,31968.9803,-108608.6624,customer
5795,35480.3138,-106227.5228,customer
5796,32249.5396,-106772.7808,customer
5797,34440.069,-104009.1348,customer
5798,36133.0677,-108174.237,customer
5799,32380.9255,-106479.4377,customer
5800,36187.5177,-106556.4244,customer
5801,36198.6295,-106450.5886,customer
5802,34736.4301,-108703.1321,customer
5803,36045.8424,-108966.2046,customer
5804,36233.3466,-107562.2739,customer
5805,36982.5023,-107875.343,customer
5806,36792.25,-104565.8235,customer
5807,36209.1806,-107457.8264,customer
5808,35528.9115,-108654.8043,customer
5809,35186.7101,-106618.0813,customer
5810,33325.3573,-105902.7681,customer
5811,36922.2485,-105129.1686,customer
5812,35277.2519,-108392.8503,customer
5813,36188.0741,-106439.4771,customer
5814,34741.6667,-106375.5556,customer
5815,33422.8388,-108807.8405,customer
5816,35744.1914,-106774.7594,customer
5817,35696.7059,-105382.7902,customer
5818,32373.1626,-104717.1833,customer
5819,33430.6241,-107746.1505,customer
5820,34713.9471,-106370.5758,customer
5821,36579.192,-105596.9534,customer
5822,33433.1246,-107421.1473,customer
5823,36555.5736,-106029.1852,customer
5824,33662.8336,-108787.2862,customer
5825,34638.3935,-106381.9637,customer
5826,32891.4582,-108987.5621,customer
5827,35488.635,-108373.4069,customer
5828,35963.0889,-105383.6247,customer
5829,36445.8502,-106441.6983,customer
5830,36703.9143,-105595.0065,customer
5831,36184.1855,-106956.7082,customer
5832,36151.9702,-105672.7929,customer
5833,32760.9104,-107905.3138,customer
5834,35084.7693,-106523.3562,customer
5835,36370.0287,-105467.7877,customer
5836,36459.1811,-107013.9273,customer
5837,35721.1436,-105678.0727,customer
5838,36191.1366,-105670.8481,customer
5839,32802.5991,-105517.481,customer
5840,36275.0267,-105572.79,customer
5841,34384.226,-107474.4853,customer
5842,35993.3664,-105370.569,customer
5843,35653.9311,-105291.6769,customer
5844,34430.3525,-103632.46,customer
5845,35580.0407,-105395.2897,customer
5846,35460.3019,-108638.1368,customer
5847,35193.1068,-105063.6108,customer
5848,35123.3785,-106663.915,customer
5849,34978.6668,-105465.8419,customer
5850,35875.5806,-106175.3029,customer
5851,32229.79,-107751.46,customer
5852,32757.0193,-107264.4667,customer
5853,31970.1008,-106816.3876,customer
5854,31860.9383,-106636.1022,customer
5855,32810.076,-107920.0368,customer
5856,31918.7138,-106759.9949,customer
5857,35472.2692,-103283.2877,customer
5858,36538.3495,-106486.4216,customer
5859,33387.5888,-105270.8179,customer
5860,33294.8248,-104450.5223,customer
5861,34380.617,-107229.7584,customer
5862,33408.976,-105326.9284,customer
5863,33370.6458,-105226.3727,customer
5864,34655.8926,-106712.5255,customer
5865,35869.7483,-106004.1892,customer
5866,35036.7105,-107382.8231,customer
5867,35433.9248,-106446.6928,customer
5868,35506.9758,-106720.311,customer
5869,35174.4841,-107396.1587,customer
5870,36048.0738,-106930.5946,customer
5871,35825.8612,-105904.4652,customer
5872,36143.0646,-108710.3642,customer
5873,33445.3576,-105665.54,customer
5874,35320.873,-106388.6357,customer
5875,34732.869,-106551.385,customer
5876,39473.5288,-118777.3743,customer
5877,36880.8033,-114667.2155,customer
5878,36097.1945,-115146.6648,customer
5879,41769.357,-114752.5374,customer
5880,40602.9609,-118251.8134,customer
5881,36020.8037,-115508.8952,customer
5882,40261.5713,-119779.365,customer
5883,41425.1964,-114751.705,customer
5884,39565.4667,-119706.5758,customer
5885,40674.3561,-116705.6489,customer
5886,40532.1438,-115984.5146,customer
5887,39065.7414,-119938.5161,customer
5888,38985.7508,-119162.9309,customer
5889,39373.8041,-119374.0567,customer
5890,37715.4858,-117758.9843,customer
5891,40602.9668,-117046.4925,customer
5892,37548.3023,-114172.4807,customer
5893,39381.3276,-114775.5721,customer
5894,39013.2801,-114122.7695,customer
5895,37437.7432,-114567.2171,customer
5896,38031.5972,-117887.0483,customer
5897,41294.9007,-117903.1936,customer
5898,40848.7956,-117098.4418,customer
5899,37481.0748,-114776.6704,customer
5900,36642.1951,-114540.263,customer
5901,36291.3588,-115043.0581,customer
5902,40173.5335,-116186.7374,customer
5903,39910.1893,-118735.4308,customer
5904,39016.5903,-118391.242,customer
5905,40341.5707,-119683.8068,customer
5906,37495.2423,-114588.8852,customer
5907,41024.0688,-117650.1269,customer
5908,41011.2912,-117691.5171,customer
5909,37555.2423,-114571.3847,customer
5910,39264.3828,-115011.689,customer
5911,39388.249,-119307.3872,customer
5912,41467.3997,-118352.9344,customer
5913,40228.2556,-116167.8486,customer
5914,40395.7632,-114663.3604,customer
5915,39950.1851,-119600.464,customer
5916,39493.2589,-117069.5342,customer
5917,38820.2085,-117180.6431,customer
5918,38941.2959,-119749.6216,customer
5919,39208.2428,-119805.461,customer
5920,38928.5183,-119837.6788,customer
5921,41984.0698,-115662.3051,customer
5922,39518.2427,-119988.8113,customer
5923,41494.6279,-116099.8116,customer
5924,39789.0749,-119830.1934,customer
5925,36491.6226,-116167.5362,customer
5926,36070.8074,-115084.1626,customer
5927,43320.906,-73473.1679,customer
5928,44335.8836,-75917.7309,customer
5929,42860.8988,-77144.9749,customer
5930,41849.2599,-73556.7919,customer
5931,42618.1143,-79098.3725,customer
5932,42790.6299,-74519.027,customer
5933,41628.4269,-73771.5204,customer
5934,41917.3148,-73668.4608,customer
5935,43418.9585,-75479.3436,customer
5936,40956.2092,-72744.2665,customer
5937,42911.7428,-73868.1782,customer
5938,42687.5752,-74426.526,customer
5939,42998.1156,-78187.5167,customer
5940,40910.6541,-73562.069,customer
5941,42021.203,-74270.4248,customer
5942,43783.3992,-76119.3694,customer
5943,43034.7884,-76364.9324,customer
5944,42693.1351,-73372.0549,customer
5945,42534.2468,-73832.6242,customer
5946,40663.7121,-73466.2358,customer
5947,43233.9438,-79016.9897,customer
5948,43279.7915,-75643.5156,customer
5949,42041.7393,-77327.4802,customer
5950,42262.0297,-74784.6024,customer
5951,44857.8221,-74033.4864,customer
5952,43238.1242,-76140.7575,customer
5953,43147.5626,-77550.5543,customer
5954,40966.2094,-73842.9119,customer
5955,40813.1553,-73567.3482,customer
5956,43030.0573,-78798.9231,customer
5957,42722.8512,-75125.4387,customer
5958,43168.6771,-76771.3438,customer
5959,43305.3454,-76596.8902,customer
5960,43039.233,-76304.0965,customer
5961,42270.3487,-77605.8225,customer
5962,41430.0937,-73680.1297,customer
5963,43888.4026,-75511.2979,customer
5964,42918.9555,-76726.3397,customer
5965,42994.7997,-73455.9469,customer
5966,43547.8475,-76044.366,customer
5967,40536.7719,-74237.3672,customer
5968,44889.762,-73435.9687,customer
5969,43652.5664,-73800.9597,customer
5970,42176.1997,-73718.7357,customer
5971,43193.393,-78064.7387,customer
5972,43185.9013,-76172.4254,customer
5973,42858.41,-73820.3991,customer
5974,41635.3715,-73688.4625,customer
5975,43035.9105,-73400.9456,customer
5976,43129.514,-75346.0027,customer
5977,43420.3473,-76158.8146,customer
5978,41150.651,-73945.4159,customer
5979,42420.6358,-74205.1396,customer
5980,42043.4207,-75021.8316,customer
5981,42619.5242,-73702.0636,customer
5982,41964.2555,-74866.2724,customer
5983,43895.902,-75392.4084,customer
5984,43039.5156,-74713.7575,customer
5985,42777.0068,-77870.837,customer
5986,42008.9721,-75478.7888,customer
5987,43035.0665,-76065.4773,customer
5988,43938.6731,-74460.4406,customer
5989,43073.6839,-74309.5794,customer
5990,43280.347,-75710.1847,customer
5991,41684.2606,-73587.3488,customer
5992,42585.0804,-73484.5564,customer
5993,41648.7047,-74263.761,customer
5994,42881.457,-75643.5161,customer
5995,42306.4626,-76143.5395,customer
5996,42298.9728,-74878.7711,customer
5997,42646.4602,-76505.2173,customer
5998,42666.1801,-76101.5927,customer
5999,42421.4691,-74886.825,customer
6000,42172.8388,-78947.8165,customer
6001,42699.7986,-74100.9616,customer
6002,41211.2068,-73530.9578,customer
6003,43046.4455,-78909.7608,customer
6004,43077.2818,-78186.9623,customer
6005,41717.0379,-74395.71,customer
6006,42829.7816,-78636.138,customer
6007,42525.354,-74535.4243,customer
6008,41827.8707,-73965.1379,customer
6009,43117.0084,-77079.1399,customer
6010,42594.5033,-79091.15,customer
6011,42577.8571,-73878.7363,customer
6012,41257.0434,-72023.9626,customer
6013,43262.8365,-78192.7987,customer
6014,43438.4032,-75749.3533,customer
6015,42453.6838,-76467.9949,customer
6016,42743.1326,-73942.6243,customer
6017,42602.2831,-78716.6947,customer
6018,42359.2503,-74049.8564,customer
6019,42909.2395,-74662.9214,customer
6020,43095.3452,-75921.0269,customer
6021,40712.3242,-73660.9631,customer
6022,43199.2244,-78576.1394,customer
6023,42134.5339,-73891.7982,customer
6024,43314.7909,-76309.0981,customer
6025,41478.7025,-74813.4978,customer
6026,43358.9585,-75618.5151,customer
6027,43148.6804,-75527.9552,customer
6028,43297.8388,-77683.0607,customer
6029,43253.1248,-75114.0508,customer
6030,42262.0326,-73472.3357,customer
6031,42387.3052,-74000.1319,customer
6032,42723.9489,-78667.2493,customer
6033,42404.2433,-75489.6253,customer
6034,42188.4213,-74491.2631,customer
6035,42075.3461,-77852.2199,customer
6036,42407.8495,-77223.5873,customer
6037,42519.5033,-79138.6503,customer
6038,42964.7806,-78677.5293,customer
6039,41018.9863,-73798.1884,customer
6040,42963.9524,-77348.0425,customer
6041,42797.8548,-73880.1228,customer
6042,43847.0075,-76181.8714,customer
6043,40768.4331,-73525.1253,customer
6044,42708.1145,-78978.0925,customer
6045,42899.5148,-75306.2777,customer
6046,43241.7364,-75256.8337,customer
6047,43859.2306,-75980.2001,customer
6048,42595.635,-73834.568,customer
6049,41580.9269,-73927.0817,customer
6050,42570.9095,-74259.5815,customer
6051,43070.3414,-77107.4747,customer
6052,42560.9017,-77393.5953,customer
6053,41039.2201,-73868.2332,customer
6054,43134.239,-74284.0237,customer
6055,42650.0613,-78385.8509,customer
6056,44807.5397,-73745.4218,customer
6057,42904.7894,-76394.1005,customer
6058,43070.07,-74990.1561,customer
6059,43015.0661,-76252.4276,customer
6060,43311.169,-78280.5785,customer
6061,43055.6298,-74048.4612,customer
6062,43883.124,-75336.8522,customer
6063,42417.5799,-74775.4331,customer
6064,42504.7941,-76298.5442,customer
6065,40852.8761,-73115.1102,customer
6066,42516.1824,-76928.0172,customer
6067,42067.5769,-75794.6344,customer
6068,42460.0762,-75398.7878,customer
6069,42202.3107,-74013.7458,customer
6070,42808.6826,-75252.6642,customer
6071,41801.2002,-74746.55,customer
6072,42707.0121,-75848.5272,customer
6073,42009.2409,-76459.3854,customer
6074,42757.0191,-74496.8038,customer
6075,43078.9531,-76946.0762,customer
6076,41797.3111,-74785.7174,customer
6077,42058.1299,-76335.7691,customer
6078,43618.6801,-75306.2866,customer
6079,42175.0574,-79440.0478,customer
6080,41684.538,-73865.9681,customer
6081,42614.802,-73569.0037,customer
6082,42441.739,-76032.1474,customer
6083,42398.9497,-79003.371,customer
6084,42242.0265,-75377.3999,customer
6085,42596.1812,-76093.2597,customer
6086,40817.5985,-73000.1068,customer
6087,42358.4155,-74934.3272,customer
6088,41467.0382,-74347.6536,customer
6089,41445.9271,-74422.9341,customer
6090,41765.6495,-73713.4625,customer
6091,43040.9081,-73889.8458,customer
6092,43185.0554,-78983.6545,customer
6093,41330.6493,-74186.8136,customer
6094,44227.8379,-74484.8917,customer
6095,44693.0981,-73562.0818,customer
6096,41444.5382,-74521.8263,customer
6097,41388.4271,-74141.8121,customer
6098,40823.9883,-73547.6252,customer
6099,43901.1804,-75494.0754,customer
6100,43837.8469,-75440.1847,customer
6101,41234.539,-74413.7664,customer
6102,42223.6853,-76183.263,customer
6103,42021.741,-76366.8815,customer
6104,43267.0182,-73466.2235,customer
6105,42940.8967,-77576.9418,customer
6106,42977.8483,-75071.5468,customer
6107,43450.3482,-73341.4988,customer
6108,42235.6444,-73507.3375,customer
6109,40691.2125,-73563.1827,customer
6110,43290.8908,-78465.3038,customer
6111,40685.1028,-73701.7976,customer
6112,40900.9313,-73343.1727,customer
6113,42579.5085,-77942.503,customer
6114,42932.2868,-77012.4683,customer
6115,40832.0441,-73604.8493,customer
6116,43082.5685,-75633.5146,customer
6117,42220.0877,-74135.4171,customer
6118,41138.9875,-72303.415,customer
6119,42397.3023,-75173.5017,customer
6120,42126.1901,-75647.1298,customer
6121,40865.6544,-73532.0685,customer
6122,44040.0593,-75900.7603,customer
6123,42743.4101,-73984.8475,customer
6124,41513.7048,-73606.2383,customer
6125,41047.8782,-72463.1413,customer
6126,42539.7896,-77628.3257,customer
6127,43165.9046,-74402.083,customer
6128,42850.0682,-75636.8495,customer
6129,41782.0377,-74289.8723,customer
6130,42887.0132,-75579.0689,customer
6131,43666.1802,-75911.3063,customer
6132,44270.3297,-75854.3918,customer
6133,43225.6247,-75061.2709,customer
6134,42209.2273,-79004.7624,customer
6135,42569.7856,-78040.006,customer
6136,42922.8463,-75602.6807,customer
6137,43279.7862,-77186.0929,customer
6138,42404.8068,-73421.2214,customer
6139,42133.9618,-77321.0909,customer
6140,42309.5286,-74390.7027,customer
6141,44101.4522,-75654.3716,customer
6142,43206.7245,-78546.1384,customer
6143,42853.4057,-74985.4335,customer
6144,43267.2802,-78389.7468,customer
6145,43185.6106,-79046.4344,customer
6146,42471.1829,-76927.4616,customer
6147,40952.5987,-72925.3805,customer
6148,40957.6002,-72392.3066,customer
6149,42331.4741,-73743.7342,customer
6150,43436.1803,-74509.3166,customer
6151,43946.1707,-76119.0929,customer
6152,44177.2711,-76167.7157,customer
6153,41887.5929,-74294.0379,customer
6154,42102.3044,-75483.5125,customer
6155,42157.8671,-73994.3014,customer
6156,44628.6553,-73557.9148,customer
6157,41481.4827,-74360.1541,customer
6158,40774.8231,-73655.6848,customer
6159,42684.2344,-75761.8569,customer
6160,41928.1482,-73599.0146,customer
6161,42488.391,-79237.2634,customer
6162,41002.6003,-72549.8111,customer
6163,42314.8024,-75391.5665,customer
6164,43150.0735,-73917.6247,customer
6165,42495.0594,-79105.5939,customer
6166,41402.0386,-73591.238,customer
6167,40956.2099,-72967.8811,customer
6168,42311.1845,-77126.9159,customer
6169,42564.793,-76222.1524,customer
6170,43190.8948,-77731.9504,customer
6171,42855.3412,-77675.2772,customer
6172,42512.5812,-73705.6752,customer
6173,42027.5802,-75622.405,customer
6174,42303.6846,-76254.3766,customer
6175,42838.948,-78680.0284,customer
6176,43194.5134,-75622.1256,customer
6177,42919.239,-74774.8698,customer
6178,42565.3591,-73410.3874,customer
6179,41357.5938,-73774.2997,customer
6180,40925.6538,-73140.943,customer
6181,42390.3615,-73781.5127,customer
6182,41887.8706,-74460.1545,customer
6183,43178.3937,-77945.0128,customer
6184,42142.3116,-73677.3462,customer
6185,42798.6732,-77896.3937,customer
6186,42336.4535,-78486.9661,customer
6187,42222.8514,-77264.1444,customer
6188,42203.408,-76887.7375,customer
6189,43272.2916,-75189.8871,customer
6190,42712.0125,-76028.5349,customer
6191,42430.3507,-75665.4663,customer
6192,43294.7772,-78920.5979,customer
6193,40827.3229,-73850.1349,customer
6194,42700.347,-75615.1838,customer
6195,43012.013,-75589.6237,customer
6196,42763.3936,-78309.7382,customer
6197,42032.8527,-76014.9221,customer
6198,41202.318,-73510.1236,customer
6199,43298.1157,-77860.5667,customer
6200,43139.2301,-77272.2073,customer
6201,40905.9335,-72362.0287,customer
6202,43341.4489,-77809.1765,customer
6203,42623.6863,-75144.6079,customer
6204,40718.155,-73354.2871,customer
6205,42707.5733,-75187.6633,customer
6206,42377.8592,-74422.3691,customer
6207,42195.3355,-79398.1027,customer
6208,41209.5389,-73985.4177,customer
6209,42961.1747,-77411.6569,customer
6210,42978.4001,-75836.8567,customer
6211,44001.1701,-75966.3138,customer
6212,43563.4025,-75374.3421,customer
6213,44494.2178,-74123.4855,customer
6214,44466.9968,-74172.9322,customer
6215,40826.2101,-73502.068,customer
6216,43459.5139,-75463.7878,customer
6217,44713.653,-73568.1931,customer
6218,41967.3148,-74287.0925,customer
6219,43387.8475,-75815.1893,customer
6220,43116.1806,-75403.783,customer
6221,40805.6555,-73591.238,customer
6222,41797.5888,-74826.8291,customer
6223,41538.9824,-73846.2457,customer
6224,42076.4796,-74227.9228,customer
6225,44357.2723,-73392.0742,customer
6226,42075.9128,-75640.462,customer
6227,43520.3464,-75154.8888,customer
6228,43005.0579,-78718.9199,customer
6229,42555.3389,-78765.5849,customer
6230,42911.7402,-74458.1926,customer
6231,40895.9324,-72666.2072,customer
6232,43488.6813,-76041.5879,customer
6233,42734.7914,-76972.7424,customer
6234,43492.5679,-73842.9001,customer
6235,43387.5713,-73493.4459,customer
6236,43350.9028,-75454.0645,customer
6237,42321.1791,-77941.6689,customer
6238,42109.5343,-73831.5187,customer
6239,42721.4572,-75671.0192,customer
